jour,metrique,valeur
6,votes par consentement,0
6,votes par mise aux voix,0
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,24
6,interventions secrétaire,0
6,interventions fonctionnaire,0
6,interventions ministre,10
6,interventions gouvernement,0
6,interventions opposition,11
6,interventions présidence,3
6,interventions PLQ,11
6,interventions QS,0
6,interventions PQ,0
6,nombre de suspensions,1
6,votes par consentement,0
6,votes par mise aux voix,0
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,14
6,interventions secrétaire,0
6,interventions fonctionnaire,0
6,interventions ministre,7
6,interventions gouvernement,0
6,interventions opposition,2
6,interventions présidence,5
6,interventions PLQ,2
6,interventions QS,0
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,0
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,0
6,interventions secrétaire,0
6,interventions fonctionnaire,0
6,interventions ministre,0
6,interventions gouvernement,0
6,interventions opposition,0
6,interventions présidence,0
6,interventions PLQ,0
6,interventions QS,0
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,0
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,21
6,interventions secrétaire,0
6,interventions fonctionnaire,0
6,interventions ministre,7
6,interventions gouvernement,0
6,interventions opposition,12
6,interventions présidence,2
6,interventions PLQ,5
6,interventions QS,7
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,0
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,53
6,interventions secrétaire,0
6,interventions fonctionnaire,0
6,interventions ministre,25
6,interventions gouvernement,0
6,interventions opposition,27
6,interventions présidence,1
6,interventions PLQ,21
6,interventions QS,6
6,interventions PQ,0
6,nombre de suspensions,1
6,votes par consentement,0
6,votes par mise aux voix,1
6,amendements adoptés,1
6,amendements rejetés,0
6,nombre d'intervenants,35
6,interventions secrétaire,5
6,interventions fonctionnaire,0
6,interventions ministre,12
6,interventions gouvernement,1
6,interventions opposition,13
6,interventions présidence,4
6,interventions PLQ,1
6,interventions QS,12
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,0
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,0
6,interventions secrétaire,0
6,interventions fonctionnaire,0
6,interventions ministre,0
6,interventions gouvernement,0
6,interventions opposition,0
6,interventions présidence,0
6,interventions PLQ,0
6,interventions QS,0
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,0
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,4
6,interventions secrétaire,0
6,interventions fonctionnaire,0
6,interventions ministre,1
6,interventions gouvernement,0
6,interventions opposition,2
6,interventions présidence,1
6,interventions PLQ,2
6,interventions QS,0
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,0
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,1
6,interventions secrétaire,0
6,interventions fonctionnaire,0
6,interventions ministre,1
6,interventions gouvernement,0
6,interventions opposition,0
6,interventions présidence,0
6,interventions PLQ,0
6,interventions QS,0
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,0
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,17
6,interventions secrétaire,0
6,interventions fonctionnaire,0
6,interventions ministre,6
6,interventions gouvernement,0
6,interventions opposition,9
6,interventions présidence,2
6,interventions PLQ,5
6,interventions QS,4
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,0
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,18
6,interventions secrétaire,0
6,interventions fonctionnaire,0
6,interventions ministre,8
6,interventions gouvernement,0
6,interventions opposition,9
6,interventions présidence,1
6,interventions PLQ,4
6,interventions QS,5
6,interventions PQ,0
6,nombre de suspensions,1
6,votes par consentement,0
6,votes par mise aux voix,0
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,27
6,interventions secrétaire,0
6,interventions fonctionnaire,2
6,interventions ministre,11
6,interventions gouvernement,0
6,interventions opposition,11
6,interventions présidence,3
6,interventions PLQ,11
6,interventions QS,0
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,0
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,0
6,interventions secrétaire,0
6,interventions fonctionnaire,0
6,interventions ministre,0
6,interventions gouvernement,0
6,interventions opposition,0
6,interventions présidence,0
6,interventions PLQ,0
6,interventions QS,0
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,0
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,11
6,interventions secrétaire,0
6,interventions fonctionnaire,1
6,interventions ministre,1
6,interventions gouvernement,0
6,interventions opposition,3
6,interventions présidence,6
6,interventions PLQ,1
6,interventions QS,2
6,interventions PQ,0
6,nombre de suspensions,1
6,votes par consentement,0
6,votes par mise aux voix,0
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,0
6,interventions secrétaire,0
6,interventions fonctionnaire,0
6,interventions ministre,0
6,interventions gouvernement,0
6,interventions opposition,0
6,interventions présidence,0
6,interventions PLQ,0
6,interventions QS,0
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,0
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,0
6,interventions secrétaire,0
6,interventions fonctionnaire,0
6,interventions ministre,0
6,interventions gouvernement,0
6,interventions opposition,0
6,interventions présidence,0
6,interventions PLQ,0
6,interventions QS,0
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,0
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,0
6,interventions secrétaire,0
6,interventions fonctionnaire,0
6,interventions ministre,0
6,interventions gouvernement,0
6,interventions opposition,0
6,interventions présidence,0
6,interventions PLQ,0
6,interventions QS,0
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,0
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,3
6,interventions secrétaire,0
6,interventions fonctionnaire,0
6,interventions ministre,0
6,interventions gouvernement,0
6,interventions opposition,2
6,interventions présidence,1
6,interventions PLQ,2
6,interventions QS,0
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,0
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,10
6,interventions secrétaire,0
6,interventions fonctionnaire,2
6,interventions ministre,1
6,interventions gouvernement,0
6,interventions opposition,2
6,interventions présidence,5
6,interventions PLQ,2
6,interventions QS,0
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,1
6,amendements adoptés,0
6,amendements rejetés,1
6,nombre d'intervenants,30
6,interventions secrétaire,5
6,interventions fonctionnaire,1
6,interventions ministre,8
6,interventions gouvernement,1
6,interventions opposition,9
6,interventions présidence,6
6,interventions PLQ,8
6,interventions QS,1
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,0
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,20
6,interventions secrétaire,0
6,interventions fonctionnaire,1
6,interventions ministre,8
6,interventions gouvernement,0
6,interventions opposition,9
6,interventions présidence,2
6,interventions PLQ,3
6,interventions QS,6
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,0
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,3
6,interventions secrétaire,0
6,interventions fonctionnaire,0
6,interventions ministre,1
6,interventions gouvernement,0
6,interventions opposition,1
6,interventions présidence,1
6,interventions PLQ,0
6,interventions QS,1
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,0
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,51
6,interventions secrétaire,0
6,interventions fonctionnaire,0
6,interventions ministre,25
6,interventions gouvernement,0
6,interventions opposition,22
6,interventions présidence,4
6,interventions PLQ,4
6,interventions QS,18
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,0
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,0
6,interventions secrétaire,0
6,interventions fonctionnaire,0
6,interventions ministre,0
6,interventions gouvernement,0
6,interventions opposition,0
6,interventions présidence,0
6,interventions PLQ,0
6,interventions QS,0
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,1
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,27
6,interventions secrétaire,5
6,interventions fonctionnaire,0
6,interventions ministre,8
6,interventions gouvernement,1
6,interventions opposition,8
6,interventions présidence,5
6,interventions PLQ,4
6,interventions QS,4
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,1
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,47
6,interventions secrétaire,0
6,interventions fonctionnaire,5
6,interventions ministre,19
6,interventions gouvernement,0
6,interventions opposition,21
6,interventions présidence,2
6,interventions PLQ,19
6,interventions QS,2
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,1
6,amendements adoptés,1
6,amendements rejetés,0
6,nombre d'intervenants,42
6,interventions secrétaire,10
6,interventions fonctionnaire,4
6,interventions ministre,9
6,interventions gouvernement,2
6,interventions opposition,11
6,interventions présidence,6
6,interventions PLQ,4
6,interventions QS,7
6,interventions PQ,0
6,nombre de suspensions,1
6,votes par consentement,0
6,votes par mise aux voix,1
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,20
6,interventions secrétaire,4
6,interventions fonctionnaire,0
6,interventions ministre,4
6,interventions gouvernement,1
6,interventions opposition,6
6,interventions présidence,5
6,interventions PLQ,3
6,interventions QS,3
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,0
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,0
6,interventions secrétaire,0
6,interventions fonctionnaire,0
6,interventions ministre,0
6,interventions gouvernement,0
6,interventions opposition,0
6,interventions présidence,0
6,interventions PLQ,0
6,interventions QS,0
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,0
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,29
6,interventions secrétaire,0
6,interventions fonctionnaire,3
6,interventions ministre,11
6,interventions gouvernement,0
6,interventions opposition,14
6,interventions présidence,1
6,interventions PLQ,14
6,interventions QS,0
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,1
6,amendements adoptés,1
6,amendements rejetés,0
6,nombre d'intervenants,52
6,interventions secrétaire,5
6,interventions fonctionnaire,6
6,interventions ministre,14
6,interventions gouvernement,1
6,interventions opposition,23
6,interventions présidence,3
6,interventions PLQ,22
6,interventions QS,1
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,0
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,1
6,interventions secrétaire,0
6,interventions fonctionnaire,0
6,interventions ministre,1
6,interventions gouvernement,0
6,interventions opposition,0
6,interventions présidence,0
6,interventions PLQ,0
6,interventions QS,0
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,1
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,69
6,interventions secrétaire,5
6,interventions fonctionnaire,6
6,interventions ministre,24
6,interventions gouvernement,1
6,interventions opposition,26
6,interventions présidence,7
6,interventions PLQ,10
6,interventions QS,16
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,1
6,amendements adoptés,1
6,amendements rejetés,0
6,nombre d'intervenants,36
6,interventions secrétaire,5
6,interventions fonctionnaire,7
6,interventions ministre,5
6,interventions gouvernement,1
6,interventions opposition,14
6,interventions présidence,4
6,interventions PLQ,5
6,interventions QS,9
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,0
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,23
6,interventions secrétaire,0
6,interventions fonctionnaire,0
6,interventions ministre,11
6,interventions gouvernement,0
6,interventions opposition,12
6,interventions présidence,0
6,interventions PLQ,0
6,interventions QS,12
6,interventions PQ,0
6,nombre de suspensions,1
6,votes par consentement,0
6,votes par mise aux voix,0
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,9
6,interventions secrétaire,0
6,interventions fonctionnaire,0
6,interventions ministre,2
6,interventions gouvernement,0
6,interventions opposition,3
6,interventions présidence,4
6,interventions PLQ,0
6,interventions QS,3
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,0
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,0
6,interventions secrétaire,0
6,interventions fonctionnaire,0
6,interventions ministre,0
6,interventions gouvernement,0
6,interventions opposition,0
6,interventions présidence,0
6,interventions PLQ,0
6,interventions QS,0
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,0
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,0
6,interventions secrétaire,0
6,interventions fonctionnaire,0
6,interventions ministre,0
6,interventions gouvernement,0
6,interventions opposition,0
6,interventions présidence,0
6,interventions PLQ,0
6,interventions QS,0
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,0
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,19
6,interventions secrétaire,0
6,interventions fonctionnaire,0
6,interventions ministre,8
6,interventions gouvernement,0
6,interventions opposition,8
6,interventions présidence,3
6,interventions PLQ,6
6,interventions QS,2
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,1
6,amendements adoptés,1
6,amendements rejetés,0
6,nombre d'intervenants,34
6,interventions secrétaire,5
6,interventions fonctionnaire,0
6,interventions ministre,11
6,interventions gouvernement,1
6,interventions opposition,14
6,interventions présidence,3
6,interventions PLQ,9
6,interventions QS,5
6,interventions PQ,0
6,nombre de suspensions,1
6,votes par consentement,0
6,votes par mise aux voix,0
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,6
6,interventions secrétaire,0
6,interventions fonctionnaire,0
6,interventions ministre,3
6,interventions gouvernement,0
6,interventions opposition,2
6,interventions présidence,1
6,interventions PLQ,2
6,interventions QS,0
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,0
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,0
6,interventions secrétaire,0
6,interventions fonctionnaire,0
6,interventions ministre,0
6,interventions gouvernement,0
6,interventions opposition,0
6,interventions présidence,0
6,interventions PLQ,0
6,interventions QS,0
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,0
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,5
6,interventions secrétaire,0
6,interventions fonctionnaire,0
6,interventions ministre,1
6,interventions gouvernement,0
6,interventions opposition,2
6,interventions présidence,2
6,interventions PLQ,1
6,interventions QS,1
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,0
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,24
6,interventions secrétaire,0
6,interventions fonctionnaire,2
6,interventions ministre,8
6,interventions gouvernement,0
6,interventions opposition,9
6,interventions présidence,5
6,interventions PLQ,0
6,interventions QS,9
6,interventions PQ,0
6,nombre de suspensions,0
6,votes par consentement,0
6,votes par mise aux voix,0
6,amendements adoptés,0
6,amendements rejetés,0
6,nombre d'intervenants,5
6,interventions secrétaire,0
6,interventions fonctionnaire,2
6,interventions ministre,2
6,interventions gouvernement,0
6,interventions opposition,0
6,interventions présidence,1
6,interventions PLQ,0
6,interventions QS,0
6,interventions PQ,0
7,nombre de suspensions,0
7,votes par consentement,0
7,votes par mise aux voix,0
7,amendements adoptés,0
7,amendements rejetés,0
7,nombre d'intervenants,0
7,interventions secrétaire,0
7,interventions fonctionnaire,0
7,interventions ministre,0
7,interventions gouvernement,0
7,interventions opposition,0
7,interventions présidence,0
7,interventions PLQ,0
7,interventions QS,0
7,interventions PQ,0
7,nombre de suspensions,0
7,votes par consentement,0
7,votes par mise aux voix,0
7,amendements adoptés,0
7,amendements rejetés,0
7,nombre d'intervenants,4
7,interventions secrétaire,1
7,interventions fonctionnaire,0
7,interventions ministre,0
7,interventions gouvernement,0
7,interventions opposition,1
7,interventions présidence,2
7,interventions PLQ,1
7,interventions QS,0
7,interventions PQ,0
7,nombre de suspensions,0
7,votes par consentement,0
7,votes par mise aux voix,0
7,amendements adoptés,0
7,amendements rejetés,0
7,nombre d'intervenants,24
7,interventions secrétaire,0
7,interventions fonctionnaire,1
7,interventions ministre,5
7,interventions gouvernement,0
7,interventions opposition,9
7,interventions présidence,9
7,interventions PLQ,1
7,interventions QS,8
7,interventions PQ,0
7,nombre de suspensions,0
7,votes par consentement,0
7,votes par mise aux voix,0
7,amendements adoptés,0
7,amendements rejetés,0
7,nombre d'intervenants,20
7,interventions secrétaire,0
7,interventions fonctionnaire,4
7,interventions ministre,5
7,interventions gouvernement,0
7,interventions opposition,6
7,interventions présidence,5
7,interventions PLQ,0
7,interventions QS,6
7,interventions PQ,0
7,nombre de suspensions,0
7,votes par consentement,0
7,votes par mise aux voix,0
7,amendements adoptés,0
7,amendements rejetés,0
7,nombre d'intervenants,37
7,interventions secrétaire,0
7,interventions fonctionnaire,2
7,interventions ministre,15
7,interventions gouvernement,0
7,interventions opposition,17
7,interventions présidence,3
7,interventions PLQ,16
7,interventions QS,1
7,interventions PQ,0
7,nombre de suspensions,0
7,votes par consentement,1
7,votes par mise aux voix,2
7,amendements adoptés,1
7,amendements rejetés,0
7,nombre d'intervenants,67
7,interventions secrétaire,10
7,interventions fonctionnaire,1
7,interventions ministre,22
7,interventions gouvernement,2
7,interventions opposition,26
7,interventions présidence,6
7,interventions PLQ,20
7,interventions QS,6
7,interventions PQ,0
7,nombre de suspensions,0
7,votes par consentement,0
7,votes par mise aux voix,0
7,amendements adoptés,0
7,amendements rejetés,0
7,nombre d'intervenants,14
7,interventions secrétaire,0
7,interventions fonctionnaire,3
7,interventions ministre,3
7,interventions gouvernement,0
7,interventions opposition,6
7,interventions présidence,2
7,interventions PLQ,5
7,interventions QS,1
7,interventions PQ,0
7,nombre de suspensions,0
7,votes par consentement,0
7,votes par mise aux voix,0
7,amendements adoptés,0
7,amendements rejetés,0
7,nombre d'intervenants,0
7,interventions secrétaire,0
7,interventions fonctionnaire,0
7,interventions ministre,0
7,interventions gouvernement,0
7,interventions opposition,0
7,interventions présidence,0
7,interventions PLQ,0
7,interventions QS,0
7,interventions PQ,0
7,nombre de suspensions,0
7,votes par consentement,0
7,votes par mise aux voix,0
7,amendements adoptés,0
7,amendements rejetés,0
7,nombre d'intervenants,18
7,interventions secrétaire,0
7,interventions fonctionnaire,0
7,interventions ministre,8
7,interventions gouvernement,0
7,interventions opposition,9
7,interventions présidence,1
7,interventions PLQ,0
7,interventions QS,9
7,interventions PQ,0
7,nombre de suspensions,1
7,votes par consentement,0
7,votes par mise aux voix,0
7,amendements adoptés,0
7,amendements rejetés,0
7,nombre d'intervenants,17
7,interventions secrétaire,0
7,interventions fonctionnaire,0
7,interventions ministre,7
7,interventions gouvernement,0
7,interventions opposition,8
7,interventions présidence,2
7,interventions PLQ,0
7,interventions QS,8
7,interventions PQ,0
7,nombre de suspensions,0
7,votes par consentement,0
7,votes par mise aux voix,0
7,amendements adoptés,0
7,amendements rejetés,0
7,nombre d'intervenants,0
7,interventions secrétaire,0
7,interventions fonctionnaire,0
7,interventions ministre,0
7,interventions gouvernement,0
7,interventions opposition,0
7,interventions présidence,0
7,interventions PLQ,0
7,interventions QS,0
7,interventions PQ,0
7,nombre de suspensions,0
7,votes par consentement,0
7,votes par mise aux voix,0
7,amendements adoptés,0
7,amendements rejetés,0
7,nombre d'intervenants,6
7,interventions secrétaire,0
7,interventions fonctionnaire,0
7,interventions ministre,2
7,interventions gouvernement,0
7,interventions opposition,2
7,interventions présidence,2
7,interventions PLQ,0
7,interventions QS,2
7,interventions PQ,0
7,nombre de suspensions,1
7,votes par consentement,0
7,votes par mise aux voix,0
7,amendements adoptés,0
7,amendements rejetés,0
7,nombre d'intervenants,0
7,interventions secrétaire,0
7,interventions fonctionnaire,0
7,interventions ministre,0
7,interventions gouvernement,0
7,interventions opposition,0
7,interventions présidence,0
7,interventions PLQ,0
7,interventions QS,0
7,interventions PQ,0
7,nombre de suspensions,0
7,votes par consentement,0
7,votes par mise aux voix,0
7,amendements adoptés,0
7,amendements rejetés,0
7,nombre d'intervenants,2
7,interventions secrétaire,0
7,interventions fonctionnaire,0
7,interventions ministre,0
7,interventions gouvernement,0
7,interventions opposition,1
7,interventions présidence,1
7,interventions PLQ,0
7,interventions QS,1
7,interventions PQ,0
7,nombre de suspensions,1
7,votes par consentement,0
7,votes par mise aux voix,0
7,amendements adoptés,0
7,amendements rejetés,0
7,nombre d'intervenants,0
7,interventions secrétaire,0
7,interventions fonctionnaire,0
7,interventions ministre,0
7,interventions gouvernement,0
7,interventions opposition,0
7,interventions présidence,0
7,interventions PLQ,0
7,interventions QS,0
7,interventions PQ,0
7,nombre de suspensions,0
7,votes par consentement,0
7,votes par mise aux voix,0
7,amendements adoptés,0
7,amendements rejetés,0
7,nombre d'intervenants,0
7,interventions secrétaire,0
7,interventions fonctionnaire,0
7,interventions ministre,0
7,interventions gouvernement,0
7,interventions opposition,0
7,interventions présidence,0
7,interventions PLQ,0
7,interventions QS,0
7,interventions PQ,0
7,nombre de suspensions,0
7,votes par consentement,0
7,votes par mise aux voix,0
7,amendements adoptés,0
7,amendements rejetés,0
7,nombre d'intervenants,4
7,interventions secrétaire,0
7,interventions fonctionnaire,0
7,interventions ministre,1
7,interventions gouvernement,0
7,interventions opposition,1
7,interventions présidence,2
7,interventions PLQ,0
7,interventions QS,1
7,interventions PQ,0
7,nombre de suspensions,0
7,votes par consentement,0
7,votes par mise aux voix,0
7,amendements adoptés,0
7,amendements rejetés,0
7,nombre d'intervenants,3
7,interventions secrétaire,0
7,interventions fonctionnaire,0
7,interventions ministre,1
7,interventions gouvernement,0
7,interventions opposition,1
7,interventions présidence,1
7,interventions PLQ,0
7,interventions QS,1
7,interventions PQ,0
7,nombre de suspensions,1
7,votes par consentement,0
7,votes par mise aux voix,0
7,amendements adoptés,0
7,amendements rejetés,0
7,nombre d'intervenants,5
7,interventions secrétaire,0
7,interventions fonctionnaire,0
7,interventions ministre,0
7,interventions gouvernement,0
7,interventions opposition,2
7,interventions présidence,3
7,interventions PLQ,0
7,interventions QS,2
7,interventions PQ,0
7,nombre de suspensions,0
7,votes par consentement,0
7,votes par mise aux voix,0
7,amendements adoptés,0
7,amendements rejetés,0
7,nombre d'intervenants,0
7,interventions secrétaire,0
7,interventions fonctionnaire,0
7,interventions ministre,0
7,interventions gouvernement,0
7,interventions opposition,0
7,interventions présidence,0
7,interventions PLQ,0
7,interventions QS,0
7,interventions PQ,0
7,nombre de suspensions,1
7,votes par consentement,0
7,votes par mise aux voix,0
7,amendements adoptés,0
7,amendements rejetés,0
7,nombre d'intervenants,12
7,interventions secrétaire,0
7,interventions fonctionnaire,0
7,interventions ministre,1
7,interventions gouvernement,0
7,interventions opposition,5
7,interventions présidence,6
7,interventions PLQ,0
7,interventions QS,5
7,interventions PQ,0
7,nombre de suspensions,0
7,votes par consentement,0
7,votes par mise aux voix,0
7,amendements adoptés,0
7,amendements rejetés,0
7,nombre d'intervenants,0
7,interventions secrétaire,0
7,interventions fonctionnaire,0
7,interventions ministre,0
7,interventions gouvernement,0
7,interventions opposition,0
7,interventions présidence,0
7,interventions PLQ,0
7,interventions QS,0
7,interventions PQ,0
7,nombre de suspensions,0
7,votes par consentement,0
7,votes par mise aux voix,0
7,amendements adoptés,0
7,amendements rejetés,0
7,nombre d'intervenants,0
7,interventions secrétaire,0
7,interventions fonctionnaire,0
7,interventions ministre,0
7,interventions gouvernement,0
7,interventions opposition,0
7,interventions présidence,0
7,interventions PLQ,0
7,interventions QS,0
7,interventions PQ,0
7,nombre de suspensions,0
7,votes par consentement,0
7,votes par mise aux voix,0
7,amendements adoptés,0
7,amendements rejetés,0
7,nombre d'intervenants,5
7,interventions secrétaire,0
7,interventions fonctionnaire,0
7,interventions ministre,1
7,interventions gouvernement,0
7,interventions opposition,1
7,interventions présidence,3
7,interventions PLQ,0
7,interventions QS,1
7,interventions PQ,0
7,nombre de suspensions,0
7,votes par consentement,0
7,votes par mise aux voix,0
7,amendements adoptés,0
7,amendements rejetés,0
7,nombre d'intervenants,12
7,interventions secrétaire,0
7,interventions fonctionnaire,0
7,interventions ministre,5
7,interventions gouvernement,0
7,interventions opposition,5
7,interventions présidence,2
7,interventions PLQ,0
7,interventions QS,5
7,interventions PQ,0
7,nombre de suspensions,0
7,votes par consentement,0
7,votes par mise aux voix,0
7,amendements adoptés,0
7,amendements rejetés,0
7,nombre d'intervenants,19
7,interventions secrétaire,0
7,interventions fonctionnaire,1
7,interventions ministre,8
7,interventions gouvernement,0
7,interventions opposition,8
7,interventions présidence,2
7,interventions PLQ,0
7,interventions QS,8
7,interventions PQ,0
7,nombre de suspensions,0
7,votes par consentement,0
7,votes par mise aux voix,0
7,amendements adoptés,0
7,amendements rejetés,0
7,nombre d'intervenants,0
7,interventions secrétaire,0
7,interventions fonctionnaire,0
7,interventions ministre,0
7,interventions gouvernement,0
7,interventions opposition,0
7,interventions présidence,0
7,interventions PLQ,0
7,interventions QS,0
7,interventions PQ,0
7,nombre de suspensions,1
7,votes par consentement,0
7,votes par mise aux voix,0
7,amendements adoptés,0
7,amendements rejetés,0
7,nombre d'intervenants,30
7,interventions secrétaire,0
7,interventions fonctionnaire,9
7,interventions ministre,9
7,interventions gouvernement,0
7,interventions opposition,10
7,interventions présidence,2
7,interventions PLQ,10
7,interventions QS,0
7,interventions PQ,0
7,nombre de suspensions,0
7,votes par consentement,0
7,votes par mise aux voix,0
7,amendements adoptés,0
7,amendements rejetés,0
7,nombre d'intervenants,0
7,interventions secrétaire,0
7,interventions fonctionnaire,0
7,interventions ministre,0
7,interventions gouvernement,0
7,interventions opposition,0
7,interventions présidence,0
7,interventions PLQ,0
7,interventions QS,0
7,interventions PQ,0
7,nombre de suspensions,0
7,votes par consentement,0
7,votes par mise aux voix,0
7,amendements adoptés,0
7,amendements rejetés,0
7,nombre d'intervenants,0
7,interventions secrétaire,0
7,interventions fonctionnaire,0
7,interventions ministre,0
7,interventions gouvernement,0
7,interventions opposition,0
7,interventions présidence,0
7,interventions PLQ,0
7,interventions QS,0
7,interventions PQ,0
7,nombre de suspensions,0
7,votes par consentement,0
7,votes par mise aux voix,0
7,amendements adoptés,0
7,amendements rejetés,0
7,nombre d'intervenants,27
7,interventions secrétaire,0
7,interventions fonctionnaire,0
7,interventions ministre,8
7,interventions gouvernement,0
7,interventions opposition,12
7,interventions présidence,7
7,interventions PLQ,5
7,interventions QS,7
7,interventions PQ,0
7,nombre de suspensions,0
7,votes par consentement,2
7,votes par mise aux voix,1
7,amendements adoptés,1
7,amendements rejetés,0
7,nombre d'intervenants,46
7,interventions secrétaire,5
